casts,cover,cover_x,cover_y,directors,id,rate,star,title,url
"['安妮·班克罗夫特', '达斯汀·霍夫曼', '凯瑟琳·罗斯', '威廉·丹尼尔斯', '莫瑞·汉密尔顿']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2327846559.jpg,1063,1500,['迈克·尼科尔斯'],1292271,7.9,40,毕业生,https://movie.douban.com/subject/1292271/
"['约翰尼·德普', '安吉丽娜·朱莉', '卢夫斯·塞维尔', '保罗·贝坦尼', '提摩西·道尔顿']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1588947622.jpg,1217,1654,['弗洛里安·亨克尔·冯·多纳斯马尔克'],4190211,6.6,35,致命伴旅,https://movie.douban.com/subject/4190211/
"['杰西·艾森伯格', '马克·鲁弗洛', '伍迪·哈里森', '戴夫·弗兰科', '丹尼尔·雷德克里夫']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2355440566.jpg,3000,4198,['朱浩伟'],25662337,6.5,35,惊天魔盗团2,https://movie.douban.com/subject/25662337/
"['阿萨·巴特菲尔德', '科洛·莫瑞兹', '本·金斯利', '萨莎·拜伦·科恩', '裘德·洛']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1493935120.jpg,1382,2048,['马丁·斯科塞斯'],2028677,7.6,40,雨果,https://movie.douban.com/subject/2028677/
"['尼古拉斯·凯奇', '梅格·瑞恩', '安德鲁·布劳尔', '丹尼斯·弗兰茨', '科鲁姆·费奥瑞']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480503066.jpg,2035,3015,['布拉德·塞伯宁'],1292212,7.9,40,天使之城,https://movie.douban.com/subject/1292212/
"['凯特·布兰切特', '鲁妮·玛拉', '凯尔·钱德勒', '杰克·莱西', '莎拉·保罗森']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2312679154.jpg,8265,11780,['托德·海因斯'],10757577,8.2,40,卡罗尔,https://movie.douban.com/subject/10757577/
"['马克·鲁弗洛', '迈克尔·基顿', '瑞秋·麦克亚当斯', '列维·施瑞博尔', '约翰·斯拉特里']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg,1893,2800,['汤姆·麦卡锡'],25954475,8.8,45,聚焦,https://movie.douban.com/subject/25954475/
"['埃迪·雷德梅恩', '菲丽希缇·琼斯', '大卫·休里斯', '艾米丽·沃森', '查理·考克斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2210832820.jpg,4050,6000,['詹姆斯·马什'],24815950,8.2,40,万物理论,https://movie.douban.com/subject/24815950/
"['乔纳森·莱斯·梅耶斯', '弗莱迪·海默', '罗宾·威廉姆斯', '凯丽·拉塞尔', '泰伦斯·霍华德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792528025.jpg,2041,3000,['科斯汀·谢里丹'],1844413,8.3,40,八月迷情,https://movie.douban.com/subject/1844413/
"['罗根·勒曼', '艾玛·沃森', '埃兹拉·米勒', '妮娜·杜波夫', '保罗·路德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1682183756.jpg,1707,2522,['斯蒂芬·卓博斯基'],4847665,7.9,40,壁花少年,https://movie.douban.com/subject/4847665/
"['西尔莎·罗南', '劳里·梅特卡夫', '崔西·莱茨', '卢卡斯·赫奇斯', '蒂莫西·柴勒梅德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505925363.jpg,5567,7967,['格蕾塔·葛韦格'],26588314,7.9,40,伯德小姐,https://movie.douban.com/subject/26588314/
"['伊桑·霍克', '朱莉·德尔佩', '肖姆斯·戴维-菲茨帕特里克', '詹妮弗·普里尔', '夏洛特·普里尔']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,4050,6000,['理查德·林克莱特'],10808442,8.8,45,爱在午夜降临前,https://movie.douban.com/subject/10808442/
"['朱莉娅·罗伯茨', '裘德·洛', '娜塔莉·波特曼', '克里夫·欧文', '科林·斯廷顿']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1457195667.jpg,2006,2982,['迈克·尼科尔斯'],1308974,7.8,40,偷心,https://movie.douban.com/subject/1308974/
"['扎克·埃夫隆', '凡妮莎·哈金斯', '阿什丽·提斯代尔', '卢卡斯·格拉比']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1358940267.jpg,2549,3300,['肯尼·奥特加'],1765009,7.7,40,歌舞青春,https://movie.douban.com/subject/1765009/
"['章子怡', '渡边谦', '杨紫琼', '巩俐', '周采芹']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453716919.jpg,1010,1500,['罗伯·马歇尔'],1309059,7.2,35,艺伎回忆录,https://movie.douban.com/subject/1309059/
"['史蒂芬·鲍德温', '加布里埃尔·伯恩', '本尼西奥·德尔·托罗', '凯文·波拉克', '凯文·史派西']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p470383576.jpg,507,755,['布莱恩·辛格'],1292214,8.6,45,非常嫌疑犯,https://movie.douban.com/subject/1292214/
"['克里斯汀·斯图尔特', '罗伯特·帕丁森', '泰勒·洛特纳', '比利·伯克', '阿什丽·格林尼']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p533676600.jpg,3413,5038,['大卫·斯雷德'],3289086,6.4,30,暮光之城3：月食,https://movie.douban.com/subject/3289086/
"['让-马克·巴尔', '让·雷诺', '罗姗娜·阿奎特', '保罗·希纳尔', '赛尔乔·卡斯特利托']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p455722535.jpg,664,880,['吕克·贝松'],1300960,8.7,45,碧海蓝天,https://movie.douban.com/subject/1300960/
"['乔芝·韩莉', '斯堪德·凯恩斯', '威廉·莫斯里', '安娜·帕波维尔', '蒂尔达·斯文顿']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p815647942.jpg,870,1288,['安德鲁·亚当森'],1309052,7.2,35,纳尼亚传奇1：狮子、女巫和魔衣橱,https://movie.douban.com/subject/1309052/
"['艾伦·伯斯汀', '杰瑞德·莱托', '詹妮弗·康纳利', '马龙·韦恩斯', '克里斯托弗·麦克唐纳']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p884936202.jpg,405,600,['达伦·阿伦诺夫斯基'],1292270,8.7,45,梦之安魂曲,https://movie.douban.com/subject/1292270/
"['詹姆斯·沃克', '特里特·威廉斯', '多米尼克·斯科特·凯伊', '莎拉·德鲁', '凯瑟琳·约克']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p628364149.jpg,2363,3151,['彼得·维纳'],4798888,8.6,45,叫我第一名,https://movie.douban.com/subject/4798888/
"['杰拉德·巴特勒', '埃米·罗森', '帕特里克·威尔森', '米兰达·理查森', '明妮·德里弗']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910825990.jpg,400,592,['乔·舒马赫'],1291554,8.5,45,歌剧魅影,https://movie.douban.com/subject/1291554/
"['莱昂纳多·迪卡普里奥', '凯特·温丝莱特', '迈克尔·珊农', '芮安·辛普金斯', '克里斯托弗·菲茨杰拉德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480460526.jpg,1359,2016,['萨姆·门德斯'],2037012,8.0,40,革命之路,https://movie.douban.com/subject/2037012/
"['吉娜·戴维斯', '苏珊·萨兰登', '哈威·凯特尔', '迈克尔·马德森', '布拉德·皮特']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p794583044.jpg,513,755,['雷德利·斯科特'],1291992,8.7,45,末路狂花,https://movie.douban.com/subject/1291992/
"['汤姆·汉克斯', '大卫·摩斯', '迈克·克拉克·邓肯', '邦尼·亨特', '詹姆斯·克伦威尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,800,1191,['弗兰克·德拉邦特'],1300374,8.7,45,绿里奇迹,https://movie.douban.com/subject/1300374/
"['安迪·瑟金斯', '伍迪·哈里森', '史蒂夫·茨恩', '卡琳·考诺娃', '阿米尔·米勒']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2494096554.jpg,1000,1503,['马特·里夫斯'],25808075,6.8,35,猩球崛起3：终极之战,https://movie.douban.com/subject/25808075/
"['西恩·潘', '达科塔·范宁', '米歇尔·菲佛', '黛安·韦斯特', '洛雷塔·迪瓦恩']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg,400,600,['杰茜·尼尔森'],1306861,8.8,45,我是山姆,https://movie.douban.com/subject/1306861/
"['罗伯特·德尼罗', '朱迪·福斯特', '斯碧尔·谢波德', '艾伯特·布鲁克斯', '哈威·凯特尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792510233.jpg,564,767,['马丁·斯科塞斯'],1292222,8.4,40,出租车司机,https://movie.douban.com/subject/1292222/
"['希拉里·斯万克', '杰拉德·巴特勒', '凯西·贝茨', '丽莎·库卓', '吉娜·格申']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p461625359.jpg,863,1280,['理查德·拉·格拉文斯'],1920796,8.1,40,附注：我爱你,https://movie.douban.com/subject/1920796/
"['布拉德·皮特', '凯特·布兰切特', '盖尔·加西亚·贝纳尔', '艾德里安娜·巴拉扎', '菊地凛子']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792233816.jpg,1686,2500,['亚利桑德罗·冈萨雷斯·伊纳里图'],1498818,8.0,40,通天塔,https://movie.douban.com/subject/1498818/
"['桑德拉·布洛克', '瑞恩·雷诺兹', '玛丽·斯汀伯根', '格雷格·T·尼尔森', '贝蒂·怀特']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p571879335.jpg,1014,1500,['安妮·弗莱彻'],3011102,7.1,35,假结婚,https://movie.douban.com/subject/3011102/
"['克林特·伊斯特伍德', '梅丽尔·斯特里普', '安妮·科利', '维克多·斯勒扎克', '吉姆·海尼']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190558219.jpg,800,1200,['克林特·伊斯特伍德'],1293929,8.6,45,廊桥遗梦,https://movie.douban.com/subject/1293929/
"['泰隆·鲍华', '玛琳·黛德丽', '查尔斯·劳顿', '爱尔莎·兰切斯特', '约翰·威廉姆斯']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1505392928.jpg,1960,3000,['比利·怀德'],1296141,9.6,50,控方证人,https://movie.douban.com/subject/1296141/
"['查理·卓别林', '宝莲·高黛', '亨利·伯格曼', 'Tiny Sandford', '切斯特·康克林']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173707976.jpg,1600,2400,['查理·卓别林'],1294371,9.2,45,摩登时代,https://movie.douban.com/subject/1294371/
"['克林特·伊斯特伍德', '希拉里·斯万克', '摩根·弗里曼', '杰伊·巴鲁切尔', '麦克·柯尔特']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1734930026.jpg,1049,1500,['克林特·伊斯特伍德'],1309016,8.5,45,百万美元宝贝,https://movie.douban.com/subject/1309016/
"['约翰尼·德普', '海伦娜·伯翰·卡特', '艾伦·瑞克曼', '蒂莫西·斯波', '萨莎·拜伦·科恩']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1662825746.jpg,3378,5000,['蒂姆·波顿'],1820145,7.7,40,理发师陶德,https://movie.douban.com/subject/1820145/
"['杰瑞米·雷纳', '安东尼·麦凯', '布莱恩·格拉格提', '克里斯托弗·沙耶', '大卫·摩斯']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p770541118.jpg,740,1149,['凯瑟琳·毕格罗'],2028645,7.7,40,拆弹部队,https://movie.douban.com/subject/2028645/
"['桑德拉·布洛克', '蒂姆·麦格罗', '昆东·亚伦', '杰·海德', '莉莉·柯林斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2181613001.jpg,705,1050,['约翰·李·汉考克'],3552028,8.4,40,弱点,https://movie.douban.com/subject/3552028/
"['杰克·吉伦哈尔', '马克·鲁弗洛', '安东尼·爱德华兹', '小罗伯特·唐尼', '布莱恩·考克斯']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p470486287.jpg,949,1400,['大卫·芬奇'],1781126,7.3,35,十二宫,https://movie.douban.com/subject/1781126/
"['赫立德·阿卜杜拉', '阿托莎·利奥妮', '肖恩·托布 ']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p956325412.jpg,2835,4200,['马克·福斯特'],1937502,8.2,40,追风筝的人,https://movie.douban.com/subject/1937502/
"['塞缪尔·杰克逊', '库尔特·拉塞尔', '詹妮弗·杰森·李', '沃尔顿·戈金斯', '德米安·比齐尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2287491621.jpg,8100,12000,['昆汀·塔伦蒂诺'],25787888,8.4,40,八恶人,https://movie.douban.com/subject/25787888/
"['切瓦特·埃加福特', '迈克尔·法斯宾德', '本尼迪克特·康伯巴奇', '拜伦·巴特', '保罗·达诺']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2167964789.jpg,2025,3000,['史蒂夫·麦奎因'],6879185,7.9,40,为奴十二年,https://movie.douban.com/subject/6879185/
"['李连杰', '董勇', '孙俪', '中村狮童', '鲍起静']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2171661378.jpg,590,868,['于仁泰'],1441602,6.7,35,霍元甲,https://movie.douban.com/subject/1441602/
"['杰瑞米·艾恩斯', '梅兰尼·格里菲斯', '弗兰克·兰格拉', '多米尼克·斯万', '苏珊妮·谢泼德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2193339885.jpg,1000,1408,['阿德里安·莱恩'],1296778,8.1,40,一树梨花压海棠,https://movie.douban.com/subject/1296778/
"['安吉丽娜·朱莉', '盖特林·格里菲斯', '米歇尔·冈', '约翰·马尔科维奇', '科鲁姆·费奥瑞']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p794207971.jpg,800,1185,['克林特·伊斯特伍德'],2028666,8.4,40,换子疑云,https://movie.douban.com/subject/2028666/
"['爱德华·诺顿', '娜奥米·沃茨', '托比·琼斯', '黛安娜·里格', '黄秋生']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2238222372.jpg,640,946,['约翰·卡兰'],1441238,8.2,40,面纱,https://movie.douban.com/subject/1441238/
"['布拉德·皮特', '希亚·拉博夫', '罗根·勒曼', '迈克尔·佩纳', '乔·博恩瑟']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2209858994.jpg,5953,8315,['大卫·阿耶'],23331914,7.8,40,狂怒,https://movie.douban.com/subject/23331914/
"['埃迪·雷德梅恩', '艾丽西亚·维坎德', '本·卫肖', '塞巴斯蒂安·科赫', '艾梅柏·希尔德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2264778990.jpg,4050,6000,['汤姆·霍珀'],3071604,8.1,40,丹麦女孩,https://movie.douban.com/subject/3071604/
"['裘德·洛', '妮可·基德曼', '蕾妮·齐薇格', '菲利普·塞默·霍夫曼', '娜塔莉·波特曼']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1944306007.jpg,1019,1500,['安东尼·明格拉'],1307332,8.1,40,冷山,https://movie.douban.com/subject/1307332/
"['亚当·桑德勒', '凯特·贝金赛尔', '克里斯托弗·沃肯', '西恩·奥斯汀', '乔纳·希尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p735368246.jpg,504,755,['弗兰克·克拉斯'],1474185,7.7,40,人生遥控器,https://movie.douban.com/subject/1474185/
"['凯文·史派西', '凯特·温丝莱特', '劳拉·琳妮', '加布里埃尔·曼', '梅丽莎·麦卡西']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2186861098.jpg,1013,1500,['艾伦·帕克'],1305725,8.6,45,大卫·戈尔的一生,https://movie.douban.com/subject/1305725/
"['裘德·洛', '艾德·哈里斯', '蕾切尔·薇兹', '约瑟夫·费因斯', '鲍勃·霍斯金斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1591033712.jpg,672,998,['让-雅克·阿诺'],1301726,8.4,40,兵临城下,https://movie.douban.com/subject/1301726/
"['乔纳森·莱斯·梅耶斯', '斯嘉丽·约翰逊', '马修·古迪', '艾米莉·莫迪默', '布莱恩·考克斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p685837045.jpg,737,1000,['伍迪·艾伦'],1433577,8.1,40,赛末点,https://movie.douban.com/subject/1433577/
"['妮可·基德曼', '伊万·麦克格雷格', '约翰·雷吉扎莫', '吉姆·布劳德本特', '理查德·劳斯伯格']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p770508669.jpg,400,588,['巴兹·鲁赫曼'],1304641,7.9,40,红磨坊,https://movie.douban.com/subject/1304641/
"['罗伯特·帕丁森', '克里斯汀·斯图尔特', '泰勒·洛特纳', '杰克逊·拉斯波恩', '阿什丽·格林尼']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1296034341.jpg,3365,5000,['比尔·康顿'],3289081,6.3,30,暮光之城4：破晓(上),https://movie.douban.com/subject/3289081/
"['威尔·史密斯', '罗莎里奥·道森', '伍迪·哈里森', '巴里·佩珀', '迈克尔·伊雷']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p729808513.jpg,538,799,['加布里埃莱·穆奇诺'],2969282,8.1,40,七磅,https://movie.douban.com/subject/2969282/
"['梅格·瑞恩', '比利·克里斯托', '凯丽·费雪', '布鲁诺·柯比']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2172960925.jpg,1000,1500,['罗伯·莱纳'],1291842,8.2,40,当哈利遇到莎莉,https://movie.douban.com/subject/1291842/
"['约翰尼·德普', '朱丽叶·比诺什', '阿尔弗雷德·莫里纳', '凯瑞-安·莫斯', '盖南·科内尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p703826185.jpg,508,755,['拉斯·霍尔斯道姆'],1301890,8.0,40,浓情巧克力,https://movie.douban.com/subject/1301890/
"['凯瑞·穆里根', '彼得·萨斯加德', '阿尔弗雷德·莫里纳', '卡拉·西摩', '奥莉维亚·威廉姆斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p465499294.jpg,1011,1500,['罗勒·莎菲'],3011093,7.7,40,成长教育,https://movie.douban.com/subject/3011093/
"['詹姆斯·弗兰科', '丽兹·卡潘', '凯特·玛拉', '爱波·塔布琳', '克蕾曼丝·波西']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p839469694.jpg,1115,1651,['丹尼·博伊尔'],4164444,8.1,40,127小时,https://movie.douban.com/subject/4164444/
"['理查·基尔', '劳拉·琳妮', '约翰·马奥尼', '阿尔法·伍达德', '弗兰西斯·麦克多蒙德']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1150407027.jpg,664,989,['格里高利·霍布里特'],1296217,8.4,40,一级恐惧,https://movie.douban.com/subject/1296217/
"['尼古拉斯·凯奇', '钱德勒·坎特布瑞', '萝丝·拜恩', 'D.G. Maloney']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2207854660.jpg,4000,6000,['亚历克斯·普罗亚斯'],2354729,6.6,35,神秘代码,https://movie.douban.com/subject/2354729/
"['海登·克里斯滕森', '娜塔莉·波特曼', '奥兰多·布鲁姆', '克里斯蒂娜·里奇', '李美琪']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p485029127.jpg,2035,3024,"['法提赫·阿金', '伊万·阿达勒', 'Randall Balsmeyer', '艾伦·休斯', '岩井俊二', '姜文', '谢卡尔·卡普尔', '乔舒亚·马斯顿', '米拉·奈尔', '娜塔莉·波特曼', '布莱特·拉特纳']",2334814,7.6,40,纽约，我爱你,https://movie.douban.com/subject/2334814/
"['尼古拉斯·凯奇', '山姆·洛克威尔', '艾莉森·洛曼', '布鲁斯·奥尔特曼']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1757301336.jpg,1200,1800,['雷德利·斯科特'],1307542,8.1,40,火柴人,https://movie.douban.com/subject/1307542/
"['梅丽尔·斯特里普', '朱丽安·摩尔', '妮可·基德曼', '艾德·哈里斯', '托妮·科莱特']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075882067.jpg,989,1400,['史蒂芬·戴德利'],1305666,8.5,45,时时刻刻,https://movie.douban.com/subject/1305666/
"['凯特·布兰切特', '莎莉·霍金斯', '亚历克·鲍德温', '安德鲁·戴斯·克雷', '鲍比·坎纳瓦尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1978807112.jpg,8100,12000,['伍迪·艾伦'],10576419,7.9,40,蓝色茉莉,https://movie.douban.com/subject/10576419/
"['伊桑·霍克', '乌玛·瑟曼', '裘德·洛', '艾伦·阿金', '戈尔·维达尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,1529,2156,['安德鲁·尼科尔'],1300117,8.7,45,千钧一发,https://movie.douban.com/subject/1300117/
"['爱波·塔布琳', '阿丽克西斯·布莱德尔', '亚美莉卡·费雷拉', '布蕾克·莱弗利', '珍娜·博伊德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p885307493.jpg,550,817,['肯·卡皮斯'],1309203,7.6,40,牛仔裤的夏天,https://movie.douban.com/subject/1309203/
"['莎拉·杰茜卡·帕克', '金·凯特罗尔', '克里斯汀·戴维斯', '辛西娅·尼克松', '詹妮弗·哈德森']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2237613927.jpg,2480,3508,['迈克尔·帕特里克·金'],2082013,7.7,40,欲望都市,https://movie.douban.com/subject/2082013/
"['阿萨·巴特菲尔德', '伊娃·格林', '塞缪尔·杰克逊', '朱迪·丹奇', '艾拉·珀内尔']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2398173791.jpg,700,1034,['蒂姆·波顿'],7051830,7.2,35,佩小姐的奇幻城堡,https://movie.douban.com/subject/7051830/
"['凯文·科斯特纳', '劳拉·邓恩', '克林特·伊斯特伍德', 'T·J·劳瑟', '基斯·斯扎拉巴基克']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792403691.jpg,1900,2840,['克林特·伊斯特伍德'],1300992,9.0,45,完美的世界,https://movie.douban.com/subject/1300992/
"['汤姆·哈迪', '乔尔·埃哲顿', '尼克·诺特', '詹妮弗·莫里森', '弗兰克·格里罗']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1145536386.jpg,2595,4000,['加文·欧康诺'],3217169,8.9,45,勇士,https://movie.douban.com/subject/3217169/
"['科林·法瑞尔', '布莱丹·格里森', '克蕾曼丝·波西', '拉尔夫·费因斯', '吕迪·布洛姆']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p782181414.jpg,540,800,['马丁·麦克唐纳'],2044089,8.1,40,杀手没有假期,https://movie.douban.com/subject/2044089/
"['约翰尼·德普', '莱昂纳多·迪卡普里奥', '朱丽叶特·刘易斯', '玛丽·斯汀伯根', '达尔莱尼·凯茨']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2175712032.jpg,580,861,['拉斯·霍尔斯道姆'],1301617,8.6,45,不一样的天空,https://movie.douban.com/subject/1301617/
"['杰森·斯坦森', '本·福斯特', '托尼·戈德温', '唐纳德·萨瑟兰', '杰夫·蔡斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1656063901.jpg,4135,5902,['西蒙·韦斯特'],3006783,6.9,35,机械师,https://movie.douban.com/subject/3006783/
"['琳赛·洛翰', '瑞秋·麦克亚当斯', '莱西·沙伯特', '乔纳森·本内特', '阿曼达·塞弗里德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p726855595.jpg,479,685,['马克·沃特斯'],1309084,6.8,35,贱女孩,https://movie.douban.com/subject/1309084/
"['克里斯蒂安·贝尔', '史蒂夫·卡瑞尔', '瑞恩·高斯林', '布拉德·皮特', '梅丽莎·里奥']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2283531871.jpg,2113,3298,['亚当·麦凯'],26303622,8.4,40,大空头,https://movie.douban.com/subject/26303622/
"['河正宇', '金允石', '郑满植', '李哲民 ', '李艾']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075586949.jpg,1000,1422,['罗泓轸'],3743114,8.4,40,黄海,https://movie.douban.com/subject/3743114/
"['索拉·伯奇', '凯莉·林奇', '艾伦·佩吉', '迈克尔·莱利']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2184507337.jpg,580,911,['彼得·勒文'],1433990,8.1,40,风雨哈佛路,https://movie.douban.com/subject/1433990/
"['马特·达蒙', '格温妮斯·帕特洛', '裘德·洛', '凯特·布兰切特', '菲利普·塞默·霍夫曼']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1915065575.jpg,1022,1500,['安东尼·明格拉'],1295045,8.2,40,天才瑞普利,https://movie.douban.com/subject/1295045/
"['朱莉娅·罗伯茨', '哈维尔·巴登', '詹姆斯·弗兰科', '比利·克鲁德普', '理查德·詹金斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p582794306.jpg,2025,3000,['瑞恩·墨菲'],2033822,7.3,35,美食、祈祷和恋爱,https://movie.douban.com/subject/2033822/
"['基努·里维斯', '桑德拉·布洛克', '克里斯托弗·普卢默', '艾邦·摩斯-巴克拉赫', '维力奇·范·阿麦莱']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p696975196.jpg,1100,1625,['亚历杭德罗·阿格雷斯蒂'],1474180,7.7,40,触不到的恋人,https://movie.douban.com/subject/1474180/
"['伍迪·哈里森', '朱丽叶特·刘易斯', '汤姆·塞兹摩尔', '汤米·李·琼斯', '小罗伯特·唐尼']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1640827366.jpg,2445,3262,['奥利佛·斯通'],1292229,8.0,40,天生杀人狂,https://movie.douban.com/subject/1292229/
"['比尔·斯卡斯加德', '杰顿·李博赫', '杰里米·雷·泰勒', '索菲娅·莉莉丝', '菲恩·伍法德']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2452537144.jpg,2764,4096,['安德斯·穆斯切蒂'],3604148,7.3,35,小丑回魂,https://movie.douban.com/subject/3604148/
"['齐雅拉·马斯楚安尼', '达尼埃尔·达里约', '凯瑟琳·德纳芙', '西蒙·阿布卡瑞安', '加布里埃尔·洛普斯·贝尼茨']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1486953897.jpg,973,1443,"['文森特·帕兰德', '玛嘉·莎塔琵']",1962116,8.7,45,我在伊朗长大,https://movie.douban.com/subject/1962116/
"['威尔·史密斯', '吉恩·哈克曼', '强·沃特', '莉莎·博内特', '雷吉娜·金']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1209268712.jpg,600,833,['托尼·斯科特'],1297544,8.1,40,国家公敌,https://movie.douban.com/subject/1297544/
"['阿曼达·塞弗里德', '查宁·塔图姆', '理查德·詹金斯', '斯科特·波特']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p500444655.jpg,964,1431,['拉斯·霍尔斯道姆'],3078517,7.0,35,分手信,https://movie.douban.com/subject/3078517/
"['凯文·史派西', '罗素·克劳', '盖·皮尔斯', '詹姆斯·克伦威尔', '金·贝辛格']",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2268612099.jpg,2872,4380,['柯蒂斯·汉森'],1292348,8.7,45,洛城机密,https://movie.douban.com/subject/1292348/
"['托尼·戈德温', '明妮·德里弗', '格伦·克洛斯']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1833041570.jpg,1803,2673,"['Chris Buck', 'Kevin Lima']",1294766,7.6,40,泰山,https://movie.douban.com/subject/1294766/
"['莱昂纳多·迪卡普里奥', '马特·达蒙', '杰克·尼科尔森', '马克·沃尔伯格', '马丁·辛']",https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1471403480.jpg,1016,1500,['马丁·斯科塞斯'],1315316,7.2,35,无间道风云,https://movie.douban.com/subject/1315316/
